"regiao","estado","data","casosNovos","casosAcumulados","obitosNovos","obitosAcumulados","date"
"Norte","AP","2020-02-22",0,0,0,0,2020-02-22
"Norte","AP","2020-02-23",0,0,0,0,2020-02-23
"Norte","AP","2020-02-24",0,0,0,0,2020-02-24
"Norte","AP","2020-02-25",0,0,0,0,2020-02-25
"Norte","AP","2020-02-26",0,0,0,0,2020-02-26
"Norte","AP","2020-02-27",0,0,0,0,2020-02-27
"Norte","AP","2020-02-28",0,0,0,0,2020-02-28
"Norte","AP","2020-02-29",0,0,0,0,2020-02-29
"Norte","AP","2020-03-01",0,0,0,0,2020-03-01
"Norte","AP","2020-03-02",0,0,0,0,2020-03-02
"Norte","AP","2020-03-03",0,0,0,0,2020-03-03
"Norte","AP","2020-03-04",0,0,0,0,2020-03-04
"Norte","AP","2020-03-05",0,0,0,0,2020-03-05
"Norte","AP","2020-03-06",0,0,0,0,2020-03-06
"Norte","AP","2020-03-07",0,0,0,0,2020-03-07
"Norte","AP","2020-03-08",0,0,0,0,2020-03-08
"Norte","AP","2020-03-09",0,0,0,0,2020-03-09
"Norte","AP","2020-03-10",0,0,0,0,2020-03-10
"Norte","AP","2020-03-11",0,0,0,0,2020-03-11
"Norte","AP","2020-03-12",0,0,0,0,2020-03-12
"Norte","AP","2020-03-13",0,0,0,0,2020-03-13
"Norte","AP","2020-03-14",0,0,0,0,2020-03-14
"Norte","AP","2020-03-15",0,0,0,0,2020-03-15
"Norte","AP","2020-03-16",0,0,0,0,2020-03-16
"Norte","AP","2020-03-17",0,0,0,0,2020-03-17
"Norte","AP","2020-03-18",0,0,0,0,2020-03-18
"Norte","AP","2020-03-19",0,0,0,0,2020-03-19
"Norte","AP","2020-03-20",1,1,0,0,2020-03-20
"Norte","AP","2020-03-21",0,1,0,0,2020-03-21
"Norte","AP","2020-03-22",0,1,0,0,2020-03-22
"Norte","AP","2020-03-23",0,1,0,0,2020-03-23
"Norte","AP","2020-03-24",0,1,0,0,2020-03-24
"Norte","AP","2020-03-25",0,1,0,0,2020-03-25
"Norte","AP","2020-03-26",1,2,0,0,2020-03-26
"Norte","AP","2020-03-27",0,2,0,0,2020-03-27
"Norte","AP","2020-03-28",2,4,0,0,2020-03-28
"Norte","AP","2020-03-29",0,4,0,0,2020-03-29
"Norte","AP","2020-03-30",4,8,0,0,2020-03-30
"Norte","AP","2020-03-31",2,10,0,0,2020-03-31
"Norte","AP","2020-04-01",1,11,0,0,2020-04-01
"Norte","AP","2020-04-02",0,11,0,0,2020-04-02
"Norte","AP","2020-04-03",8,19,0,0,2020-04-03
"Norte","AP","2020-04-04",9,28,1,1,2020-04-04
"Norte","AP","2020-04-05",1,29,1,2,2020-04-05
"Norte","AP","2020-04-06",5,34,0,2,2020-04-06
"Norte","AP","2020-04-07",14,48,0,2,2020-04-07
"Norte","AP","2020-04-08",59,107,0,2,2020-04-08
"Norte","AP","2020-04-09",21,128,0,2,2020-04-09
"Norte","AP","2020-04-10",38,166,0,2,2020-04-10
"Norte","AP","2020-04-11",27,193,1,3,2020-04-11
"Norte","AP","2020-04-12",37,230,2,5,2020-04-12
"Norte","AP","2020-04-13",12,242,0,5,2020-04-13
"Norte","AP","2020-04-14",65,307,1,6,2020-04-14
"Norte","AP","2020-04-15",27,334,1,7,2020-04-15
"Norte","AP","2020-04-16",28,362,2,9,2020-04-16
"Norte","AP","2020-04-17",8,370,1,10,2020-04-17
"Norte","AP","2020-04-18",23,393,0,10,2020-04-18
"Norte","AP","2020-04-19",23,416,1,11,2020-04-19
"Norte","AP","2020-04-20",17,433,2,13,2020-04-20
"Norte","AP","2020-04-21",24,457,0,13,2020-04-21
"Norte","AP","2020-04-22",22,479,1,14,2020-04-22
"Norte","AP","2020-04-23",69,548,2,16,2020-04-23
"Norte","AP","2020-04-24",85,633,2,18,2020-04-24
"Norte","AP","2020-04-25",52,685,1,19,2020-04-25
"Norte","AP","2020-04-26",113,798,2,21,2020-04-26
"Norte","TO","2020-01-30",0,0,0,0,2020-01-30
"Norte","TO","2020-01-31",0,0,0,0,2020-01-31
"Norte","TO","2020-02-01",0,0,0,0,2020-02-01
"Norte","TO","2020-02-02",0,0,0,0,2020-02-02
"Norte","TO","2020-02-03",0,0,0,0,2020-02-03
"Norte","TO","2020-02-04",0,0,0,0,2020-02-04
"Norte","TO","2020-02-05",0,0,0,0,2020-02-05
"Norte","TO","2020-02-06",0,0,0,0,2020-02-06
"Norte","TO","2020-02-07",0,0,0,0,2020-02-07
"Norte","TO","2020-02-08",0,0,0,0,2020-02-08
"Norte","TO","2020-02-09",0,0,0,0,2020-02-09
"Norte","TO","2020-02-10",0,0,0,0,2020-02-10
"Norte","TO","2020-02-11",0,0,0,0,2020-02-11
"Norte","TO","2020-02-12",0,0,0,0,2020-02-12
"Norte","TO","2020-02-13",0,0,0,0,2020-02-13
"Norte","TO","2020-02-14",0,0,0,0,2020-02-14
"Norte","TO","2020-02-15",0,0,0,0,2020-02-15
"Norte","TO","2020-02-16",0,0,0,0,2020-02-16
"Norte","TO","2020-02-17",0,0,0,0,2020-02-17
"Norte","TO","2020-02-18",0,0,0,0,2020-02-18
"Norte","TO","2020-02-19",0,0,0,0,2020-02-19
"Norte","TO","2020-02-20",0,0,0,0,2020-02-20
"Norte","TO","2020-02-21",0,0,0,0,2020-02-21
"Norte","TO","2020-02-22",0,0,0,0,2020-02-22
"Norte","TO","2020-02-23",0,0,0,0,2020-02-23
"Norte","TO","2020-02-24",0,0,0,0,2020-02-24
"Norte","TO","2020-02-25",0,0,0,0,2020-02-25
"Norte","TO","2020-02-26",0,0,0,0,2020-02-26
"Norte","TO","2020-02-27",0,0,0,0,2020-02-27
"Norte","TO","2020-02-28",0,0,0,0,2020-02-28
"Norte","TO","2020-02-29",0,0,0,0,2020-02-29
"Norte","TO","2020-03-01",0,0,0,0,2020-03-01
"Norte","TO","2020-03-02",0,0,0,0,2020-03-02
"Norte","TO","2020-03-03",0,0,0,0,2020-03-03
"Norte","TO","2020-03-04",0,0,0,0,2020-03-04
"Norte","TO","2020-03-05",0,0,0,0,2020-03-05
"Norte","TO","2020-03-06",0,0,0,0,2020-03-06
"Norte","TO","2020-03-07",0,0,0,0,2020-03-07
"Norte","TO","2020-03-08",0,0,0,0,2020-03-08
"Norte","TO","2020-03-09",0,0,0,0,2020-03-09
"Norte","TO","2020-03-10",0,0,0,0,2020-03-10
"Norte","TO","2020-03-11",0,0,0,0,2020-03-11
"Norte","TO","2020-03-12",0,0,0,0,2020-03-12
"Norte","TO","2020-03-13",0,0,0,0,2020-03-13
"Norte","TO","2020-03-14",0,0,0,0,2020-03-14
"Norte","TO","2020-03-15",0,0,0,0,2020-03-15
"Norte","TO","2020-03-16",0,0,0,0,2020-03-16
"Norte","TO","2020-03-17",0,0,0,0,2020-03-17
"Norte","TO","2020-03-18",0,0,0,0,2020-03-18
"Norte","TO","2020-03-19",1,1,0,0,2020-03-19
"Norte","TO","2020-03-20",0,1,0,0,2020-03-20
"Norte","TO","2020-03-21",1,2,0,0,2020-03-21
"Norte","TO","2020-03-22",0,2,0,0,2020-03-22
"Norte","TO","2020-03-23",3,5,0,0,2020-03-23
"Norte","TO","2020-03-24",2,7,0,0,2020-03-24
"Norte","TO","2020-03-25",0,7,0,0,2020-03-25
"Norte","TO","2020-03-26",0,7,0,0,2020-03-26
"Norte","TO","2020-03-27",1,8,0,0,2020-03-27
"Norte","TO","2020-03-28",1,9,0,0,2020-03-28
"Norte","TO","2020-03-29",0,9,0,0,2020-03-29
"Norte","TO","2020-03-30",1,10,0,0,2020-03-30
"Norte","TO","2020-03-31",1,11,0,0,2020-03-31
"Norte","TO","2020-04-01",1,12,0,0,2020-04-01
"Norte","TO","2020-04-02",0,12,0,0,2020-04-02
"Norte","TO","2020-04-03",0,12,0,0,2020-04-03
"Norte","TO","2020-04-04",2,14,0,0,2020-04-04
"Norte","TO","2020-04-05",3,17,0,0,2020-04-05
"Norte","TO","2020-04-06",0,17,0,0,2020-04-06
"Norte","TO","2020-04-07",2,19,0,0,2020-04-07
"Norte","TO","2020-04-08",4,23,0,0,2020-04-08
"Norte","TO","2020-04-09",0,23,0,0,2020-04-09
"Norte","TO","2020-04-10",0,23,0,0,2020-04-10
"Norte","TO","2020-04-11",0,23,0,0,2020-04-11
"Norte","TO","2020-04-12",2,25,0,0,2020-04-12
"Norte","TO","2020-04-13",1,26,0,0,2020-04-13
"Norte","TO","2020-04-14",0,26,0,0,2020-04-14
"Norte","TO","2020-04-15",0,26,1,1,2020-04-15
"Norte","TO","2020-04-16",3,29,0,1,2020-04-16
"Norte","TO","2020-04-17",2,31,0,1,2020-04-17
"Norte","TO","2020-04-18",2,33,0,1,2020-04-18
"Norte","TO","2020-04-19",0,33,0,1,2020-04-19
"Norte","TO","2020-04-20",1,34,0,1,2020-04-20
"Norte","TO","2020-04-21",3,37,0,1,2020-04-21
"Norte","TO","2020-04-22",0,37,0,1,2020-04-22
"Norte","TO","2020-04-23",0,37,1,2,2020-04-23
"Norte","TO","2020-04-24",6,43,0,2,2020-04-24
"Norte","TO","2020-04-25",7,50,0,2,2020-04-25
"Norte","TO","2020-04-26",8,58,0,2,2020-04-26
"Nordeste","MA","2020-01-30",0,0,0,0,2020-01-30
"Nordeste","MA","2020-01-31",0,0,0,0,2020-01-31
"Nordeste","MA","2020-02-01",0,0,0,0,2020-02-01
"Nordeste","MA","2020-02-02",0,0,0,0,2020-02-02
"Nordeste","MA","2020-02-03",0,0,0,0,2020-02-03
"Nordeste","MA","2020-02-04",0,0,0,0,2020-02-04
"Nordeste","MA","2020-02-05",0,0,0,0,2020-02-05
"Nordeste","MA","2020-02-06",0,0,0,0,2020-02-06
"Nordeste","MA","2020-02-07",0,0,0,0,2020-02-07
"Nordeste","MA","2020-02-08",0,0,0,0,2020-02-08
"Nordeste","MA","2020-02-09",0,0,0,0,2020-02-09
"Nordeste","MA","2020-02-10",0,0,0,0,2020-02-10
"Nordeste","MA","2020-02-11",0,0,0,0,2020-02-11
"Nordeste","MA","2020-02-12",0,0,0,0,2020-02-12
"Nordeste","MA","2020-02-13",0,0,0,0,2020-02-13
"Nordeste","MA","2020-02-14",0,0,0,0,2020-02-14
"Nordeste","MA","2020-02-15",0,0,0,0,2020-02-15
"Nordeste","MA","2020-02-16",0,0,0,0,2020-02-16
"Nordeste","MA","2020-02-17",0,0,0,0,2020-02-17
"Nordeste","MA","2020-02-18",0,0,0,0,2020-02-18
"Nordeste","MA","2020-02-19",0,0,0,0,2020-02-19
"Nordeste","MA","2020-02-20",0,0,0,0,2020-02-20
"Nordeste","MA","2020-02-21",0,0,0,0,2020-02-21
"Nordeste","MA","2020-02-22",0,0,0,0,2020-02-22
"Nordeste","MA","2020-02-23",0,0,0,0,2020-02-23
"Nordeste","MA","2020-02-24",0,0,0,0,2020-02-24
"Nordeste","MA","2020-02-25",0,0,0,0,2020-02-25
"Nordeste","MA","2020-02-26",0,0,0,0,2020-02-26
"Nordeste","MA","2020-02-27",0,0,0,0,2020-02-27
"Nordeste","MA","2020-02-28",0,0,0,0,2020-02-28
"Nordeste","MA","2020-02-29",0,0,0,0,2020-02-29
"Nordeste","MA","2020-03-01",0,0,0,0,2020-03-01
"Nordeste","MA","2020-03-02",0,0,0,0,2020-03-02
"Nordeste","MA","2020-03-03",0,0,0,0,2020-03-03
"Nordeste","MA","2020-03-04",0,0,0,0,2020-03-04
"Nordeste","MA","2020-03-05",0,0,0,0,2020-03-05
"Nordeste","MA","2020-03-06",0,0,0,0,2020-03-06
"Nordeste","MA","2020-03-07",0,0,0,0,2020-03-07
"Nordeste","MA","2020-03-08",0,0,0,0,2020-03-08
"Nordeste","MA","2020-03-09",0,0,0,0,2020-03-09
"Nordeste","MA","2020-03-10",0,0,0,0,2020-03-10
"Nordeste","MA","2020-03-11",0,0,0,0,2020-03-11
"Nordeste","MA","2020-03-12",0,0,0,0,2020-03-12
"Nordeste","MA","2020-03-13",0,0,0,0,2020-03-13
"Nordeste","MA","2020-03-14",0,0,0,0,2020-03-14
"Nordeste","MA","2020-03-15",0,0,0,0,2020-03-15
"Nordeste","MA","2020-03-16",0,0,0,0,2020-03-16
"Nordeste","MA","2020-03-17",0,0,0,0,2020-03-17
"Nordeste","MA","2020-03-18",0,0,0,0,2020-03-18
"Nordeste","MA","2020-03-19",0,0,0,0,2020-03-19
"Nordeste","MA","2020-03-20",0,0,0,0,2020-03-20
"Nordeste","MA","2020-03-21",1,1,0,0,2020-03-21
"Nordeste","MA","2020-03-22",1,2,0,0,2020-03-22
"Nordeste","MA","2020-03-23",0,2,0,0,2020-03-23
"Nordeste","MA","2020-03-24",6,8,0,0,2020-03-24
"Nordeste","MA","2020-03-25",0,8,0,0,2020-03-25
"Nordeste","MA","2020-03-26",2,10,0,0,2020-03-26
"Nordeste","MA","2020-03-27",3,13,0,0,2020-03-27
"Nordeste","MA","2020-03-28",1,14,0,0,2020-03-28
"Nordeste","MA","2020-03-29",2,16,0,0,2020-03-29
"Nordeste","MA","2020-03-30",7,23,1,1,2020-03-30
"Nordeste","MA","2020-03-31",8,31,0,1,2020-03-31
"Nordeste","MA","2020-04-01",21,52,0,1,2020-04-01
"Nordeste","MA","2020-04-02",19,71,0,1,2020-04-02
"Nordeste","MA","2020-04-03",10,81,0,1,2020-04-03
"Nordeste","MA","2020-04-04",7,88,0,1,2020-04-04
"Nordeste","MA","2020-04-05",8,96,1,2,2020-04-05
"Nordeste","MA","2020-04-06",37,133,0,2,2020-04-06
"Nordeste","MA","2020-04-07",39,172,2,4,2020-04-07
"Nordeste","MA","2020-04-08",58,230,7,11,2020-04-08
"Nordeste","MA","2020-04-09",43,273,1,12,2020-04-09
"Nordeste","MA","2020-04-10",20,293,4,16,2020-04-10
"Nordeste","MA","2020-04-11",51,344,5,21,2020-04-11
"Nordeste","MA","2020-04-12",54,398,3,24,2020-04-12
"Nordeste","MA","2020-04-13",47,445,3,27,2020-04-13
"Nordeste","MA","2020-04-14",33,478,5,32,2020-04-14
"Nordeste","MA","2020-04-15",152,630,2,34,2020-04-15
"Nordeste","MA","2020-04-16",65,695,3,37,2020-04-16
"Nordeste","MA","2020-04-17",102,797,3,40,2020-04-17
"Nordeste","MA","2020-04-18",243,1040,4,44,2020-04-18
"Nordeste","MA","2020-04-19",165,1205,4,48,2020-04-19
"Nordeste","MA","2020-04-20",115,1320,6,54,2020-04-20
"Nordeste","MA","2020-04-21",76,1396,6,60,2020-04-21
"Nordeste","MA","2020-04-22",208,1604,6,66,2020-04-22
"Nordeste","MA","2020-04-23",153,1757,10,76,2020-04-23
"Nordeste","MA","2020-04-24",194,1951,12,88,2020-04-24
"Nordeste","MA","2020-04-25",154,2105,12,100,2020-04-25
"Nordeste","MA","2020-04-26",118,2223,12,112,2020-04-26
"Nordeste","PI","2020-01-30",0,0,0,0,2020-01-30
"Nordeste","PI","2020-01-31",0,0,0,0,2020-01-31
"Nordeste","PI","2020-02-01",0,0,0,0,2020-02-01
"Nordeste","PI","2020-02-02",0,0,0,0,2020-02-02
"Nordeste","PI","2020-02-03",0,0,0,0,2020-02-03
"Nordeste","PI","2020-02-04",0,0,0,0,2020-02-04
"Nordeste","PI","2020-02-05",0,0,0,0,2020-02-05
"Nordeste","PI","2020-02-06",0,0,0,0,2020-02-06
"Nordeste","PI","2020-02-07",0,0,0,0,2020-02-07
"Nordeste","PI","2020-02-08",0,0,0,0,2020-02-08
"Nordeste","PI","2020-02-09",0,0,0,0,2020-02-09
"Nordeste","PI","2020-02-10",0,0,0,0,2020-02-10
"Nordeste","PI","2020-02-11",0,0,0,0,2020-02-11
"Nordeste","PI","2020-02-12",0,0,0,0,2020-02-12
"Nordeste","PI","2020-02-13",0,0,0,0,2020-02-13
"Nordeste","PI","2020-02-14",0,0,0,0,2020-02-14
"Nordeste","PI","2020-02-15",0,0,0,0,2020-02-15
"Nordeste","PI","2020-02-16",0,0,0,0,2020-02-16
"Nordeste","PI","2020-02-17",0,0,0,0,2020-02-17
"Nordeste","PI","2020-02-18",0,0,0,0,2020-02-18
"Nordeste","PI","2020-02-19",0,0,0,0,2020-02-19
"Nordeste","PI","2020-02-20",0,0,0,0,2020-02-20
"Nordeste","PI","2020-02-21",0,0,0,0,2020-02-21
"Nordeste","PI","2020-02-22",0,0,0,0,2020-02-22
"Nordeste","PI","2020-02-23",0,0,0,0,2020-02-23
"Nordeste","PI","2020-02-24",0,0,0,0,2020-02-24
"Nordeste","PI","2020-02-25",0,0,0,0,2020-02-25
"Nordeste","PI","2020-02-26",0,0,0,0,2020-02-26
"Nordeste","PI","2020-02-27",0,0,0,0,2020-02-27
"Nordeste","PI","2020-02-28",0,0,0,0,2020-02-28
"Nordeste","PI","2020-02-29",0,0,0,0,2020-02-29
"Nordeste","PI","2020-03-01",0,0,0,0,2020-03-01
"Nordeste","PI","2020-03-02",0,0,0,0,2020-03-02
"Nordeste","PI","2020-03-03",0,0,0,0,2020-03-03
"Nordeste","PI","2020-03-04",0,0,0,0,2020-03-04
"Nordeste","PI","2020-03-05",0,0,0,0,2020-03-05
"Nordeste","PI","2020-03-06",0,0,0,0,2020-03-06
"Nordeste","PI","2020-03-07",0,0,0,0,2020-03-07
"Nordeste","PI","2020-03-08",0,0,0,0,2020-03-08
"Nordeste","PI","2020-03-09",0,0,0,0,2020-03-09
"Nordeste","PI","2020-03-10",0,0,0,0,2020-03-10
"Nordeste","PI","2020-03-11",0,0,0,0,2020-03-11
"Nordeste","PI","2020-03-12",0,0,0,0,2020-03-12
"Nordeste","PI","2020-03-13",0,0,0,0,2020-03-13
"Nordeste","PI","2020-03-14",0,0,0,0,2020-03-14
"Nordeste","PI","2020-03-15",0,0,0,0,2020-03-15
"Nordeste","PI","2020-03-16",0,0,0,0,2020-03-16
"Nordeste","PI","2020-03-17",0,0,0,0,2020-03-17
"Nordeste","PI","2020-03-18",0,0,0,0,2020-03-18
"Nordeste","PI","2020-03-19",0,0,0,0,2020-03-19
"Nordeste","PI","2020-03-20",3,3,0,0,2020-03-20
"Nordeste","PI","2020-03-21",1,4,0,0,2020-03-21
"Nordeste","PI","2020-03-22",0,4,0,0,2020-03-22
"Nordeste","PI","2020-03-23",2,6,0,0,2020-03-23
"Nordeste","PI","2020-03-24",0,6,0,0,2020-03-24
"Nordeste","PI","2020-03-25",2,8,0,0,2020-03-25
"Nordeste","PI","2020-03-26",1,9,0,0,2020-03-26
"Nordeste","PI","2020-03-27",0,9,0,0,2020-03-27
"Nordeste","PI","2020-03-28",2,11,1,1,2020-03-28
"Nordeste","PI","2020-03-29",3,14,0,1,2020-03-29
"Nordeste","PI","2020-03-30",2,16,2,3,2020-03-30
"Nordeste","PI","2020-03-31",2,18,1,4,2020-03-31
"Nordeste","PI","2020-04-01",0,18,0,4,2020-04-01
"Nordeste","PI","2020-04-02",1,19,0,4,2020-04-02
"Nordeste","PI","2020-04-03",2,21,0,4,2020-04-03
"Nordeste","PI","2020-04-04",1,22,0,4,2020-04-04
"Nordeste","PI","2020-04-05",1,23,0,4,2020-04-05
"Nordeste","PI","2020-04-06",0,23,0,4,2020-04-06
"Nordeste","PI","2020-04-07",5,28,0,4,2020-04-07
"Nordeste","PI","2020-04-08",3,31,1,5,2020-04-08
"Nordeste","PI","2020-04-09",7,38,1,6,2020-04-09
"Nordeste","PI","2020-04-10",2,40,1,7,2020-04-10
"Nordeste","PI","2020-04-11",1,41,0,7,2020-04-11
"Nordeste","PI","2020-04-12",3,44,0,7,2020-04-12
"Nordeste","PI","2020-04-13",6,50,1,8,2020-04-13
"Nordeste","PI","2020-04-14",8,58,0,8,2020-04-14
"Nordeste","PI","2020-04-15",17,75,0,8,2020-04-15
"Nordeste","PI","2020-04-16",16,91,0,8,2020-04-16
"Nordeste","PI","2020-04-17",11,102,0,8,2020-04-17
"Nordeste","PI","2020-04-18",21,123,1,9,2020-04-18
"Nordeste","PI","2020-04-19",22,145,1,10,2020-04-19
"Nordeste","PI","2020-04-20",13,158,2,12,2020-04-20
"Nordeste","PI","2020-04-21",28,186,2,14,2020-04-21
"Nordeste","PI","2020-04-22",20,206,1,15,2020-04-22
"Nordeste","PI","2020-04-23",11,217,0,15,2020-04-23
"Nordeste","PI","2020-04-24",39,256,1,16,2020-04-24
"Nordeste","PI","2020-04-25",41,297,1,17,2020-04-25
"Nordeste","PI","2020-04-26",34,331,1,18,2020-04-26
"Nordeste","CE","2020-01-30",0,0,0,0,2020-01-30
"Nordeste","CE","2020-01-31",0,0,0,0,2020-01-31
"Nordeste","CE","2020-02-01",0,0,0,0,2020-02-01
"Nordeste","CE","2020-02-02",0,0,0,0,2020-02-02
"Nordeste","CE","2020-02-03",0,0,0,0,2020-02-03
"Nordeste","CE","2020-02-04",0,0,0,0,2020-02-04
"Nordeste","CE","2020-02-05",0,0,0,0,2020-02-05
"Nordeste","CE","2020-02-06",0,0,0,0,2020-02-06
"Nordeste","CE","2020-02-07",0,0,0,0,2020-02-07
"Nordeste","CE","2020-02-08",0,0,0,0,2020-02-08
"Nordeste","CE","2020-02-09",0,0,0,0,2020-02-09
"Nordeste","CE","2020-02-10",0,0,0,0,2020-02-10
"Nordeste","CE","2020-02-11",0,0,0,0,2020-02-11
"Nordeste","CE","2020-02-12",0,0,0,0,2020-02-12
"Nordeste","CE","2020-02-13",0,0,0,0,2020-02-13
"Nordeste","CE","2020-02-14",0,0,0,0,2020-02-14
"Nordeste","CE","2020-02-15",0,0,0,0,2020-02-15
"Nordeste","CE","2020-02-16",0,0,0,0,2020-02-16
"Nordeste","CE","2020-02-17",0,0,0,0,2020-02-17
"Nordeste","CE","2020-02-18",0,0,0,0,2020-02-18
"Nordeste","CE","2020-02-19",0,0,0,0,2020-02-19
"Nordeste","CE","2020-02-20",0,0,0,0,2020-02-20
"Nordeste","CE","2020-02-21",0,0,0,0,2020-02-21
"Nordeste","CE","2020-02-22",0,0,0,0,2020-02-22
"Nordeste","CE","2020-02-23",0,0,0,0,2020-02-23
"Nordeste","CE","2020-02-24",0,0,0,0,2020-02-24
"Nordeste","CE","2020-02-25",0,0,0,0,2020-02-25
"Nordeste","CE","2020-02-26",0,0,0,0,2020-02-26
"Nordeste","CE","2020-02-27",0,0,0,0,2020-02-27
"Nordeste","CE","2020-02-28",0,0,0,0,2020-02-28
"Nordeste","CE","2020-02-29",0,0,0,0,2020-02-29
"Nordeste","CE","2020-03-01",0,0,0,0,2020-03-01
"Nordeste","CE","2020-03-02",0,0,0,0,2020-03-02
"Nordeste","CE","2020-03-03",0,0,0,0,2020-03-03
"Nordeste","CE","2020-03-04",0,0,0,0,2020-03-04
"Nordeste","CE","2020-03-05",0,0,0,0,2020-03-05
"Nordeste","CE","2020-03-06",0,0,0,0,2020-03-06
"Nordeste","CE","2020-03-07",0,0,0,0,2020-03-07
"Nordeste","CE","2020-03-08",0,0,0,0,2020-03-08
"Nordeste","CE","2020-03-09",0,0,0,0,2020-03-09
"Nordeste","CE","2020-03-10",0,0,0,0,2020-03-10
"Nordeste","CE","2020-03-11",0,0,0,0,2020-03-11
"Nordeste","CE","2020-03-12",0,0,0,0,2020-03-12
"Nordeste","CE","2020-03-13",0,0,0,0,2020-03-13
"Nordeste","CE","2020-03-14",0,0,0,0,2020-03-14
"Nordeste","CE","2020-03-15",0,0,0,0,2020-03-15
"Nordeste","CE","2020-03-16",0,0,0,0,2020-03-16
"Nordeste","CE","2020-03-17",5,5,0,0,2020-03-17
"Nordeste","CE","2020-03-18",4,9,0,0,2020-03-18
"Nordeste","CE","2020-03-19",11,20,0,0,2020-03-19
"Nordeste","CE","2020-03-20",35,55,0,0,2020-03-20
"Nordeste","CE","2020-03-21",13,68,0,0,2020-03-21
"Nordeste","CE","2020-03-22",44,112,0,0,2020-03-22
"Nordeste","CE","2020-03-23",51,163,0,0,2020-03-23
"Nordeste","CE","2020-03-24",19,182,0,0,2020-03-24
"Nordeste","CE","2020-03-25",18,200,0,0,2020-03-25
"Nordeste","CE","2020-03-26",35,235,3,3,2020-03-26
"Nordeste","CE","2020-03-27",47,282,0,3,2020-03-27
"Nordeste","CE","2020-03-28",32,314,1,4,2020-03-28
"Nordeste","CE","2020-03-29",34,348,1,5,2020-03-29
"Nordeste","CE","2020-03-30",24,372,0,5,2020-03-30
"Nordeste","CE","2020-03-31",18,390,2,7,2020-03-31
"Nordeste","CE","2020-04-01",54,444,1,8,2020-04-01
"Nordeste","CE","2020-04-02",106,550,12,20,2020-04-02
"Nordeste","CE","2020-04-03",77,627,2,22,2020-04-03
"Nordeste","CE","2020-04-04",103,730,0,22,2020-04-04
"Nordeste","CE","2020-04-05",93,823,4,26,2020-04-05
"Nordeste","CE","2020-04-06",190,1013,3,29,2020-04-06
"Nordeste","CE","2020-04-07",38,1051,2,31,2020-04-07
"Nordeste","CE","2020-04-08",240,1291,12,43,2020-04-08
"Nordeste","CE","2020-04-09",134,1425,12,55,2020-04-09
"Nordeste","CE","2020-04-10",53,1478,3,58,2020-04-10
"Nordeste","CE","2020-04-11",104,1582,9,67,2020-04-11
"Nordeste","CE","2020-04-12",94,1676,7,74,2020-04-12
"Nordeste","CE","2020-04-13",124,1800,17,91,2020-04-13
"Nordeste","CE","2020-04-14",205,2005,16,107,2020-04-14
"Nordeste","CE","2020-04-15",152,2157,9,116,2020-04-15
"Nordeste","CE","2020-04-16",229,2386,8,124,2020-04-16
"Nordeste","CE","2020-04-17",298,2684,25,149,2020-04-17
"Nordeste","CE","2020-04-18",350,3034,27,176,2020-04-18
"Nordeste","CE","2020-04-19",218,3252,10,186,2020-04-19
"Nordeste","CE","2020-04-20",230,3482,12,198,2020-04-20
"Nordeste","CE","2020-04-21",234,3716,17,215,2020-04-21
"Nordeste","CE","2020-04-22",194,3910,18,233,2020-04-22
"Nordeste","CE","2020-04-23",688,4598,33,266,2020-04-23
"Nordeste","CE","2020-04-24",202,4800,18,284,2020-04-24
"Nordeste","CE","2020-04-25",621,5421,26,310,2020-04-25
"Nordeste","CE","2020-04-26",412,5833,17,327,2020-04-26
"Nordeste","RN","2020-01-30",0,0,0,0,2020-01-30
"Nordeste","RN","2020-01-31",0,0,0,0,2020-01-31
"Nordeste","RN","2020-02-01",0,0,0,0,2020-02-01
"Nordeste","RN","2020-02-02",0,0,0,0,2020-02-02
"Nordeste","RN","2020-02-03",0,0,0,0,2020-02-03
"Nordeste","RN","2020-02-04",0,0,0,0,2020-02-04
"Nordeste","RN","2020-02-05",0,0,0,0,2020-02-05
"Nordeste","RN","2020-02-06",0,0,0,0,2020-02-06
"Nordeste","RN","2020-02-07",0,0,0,0,2020-02-07
"Nordeste","RN","2020-02-08",0,0,0,0,2020-02-08
"Nordeste","RN","2020-02-09",0,0,0,0,2020-02-09
"Nordeste","RN","2020-02-10",0,0,0,0,2020-02-10
"Nordeste","RN","2020-02-11",0,0,0,0,2020-02-11
"Nordeste","RN","2020-02-12",0,0,0,0,2020-02-12
"Nordeste","RN","2020-02-13",0,0,0,0,2020-02-13
"Nordeste","RN","2020-02-14",0,0,0,0,2020-02-14
"Nordeste","RN","2020-02-15",0,0,0,0,2020-02-15
"Nordeste","RN","2020-02-16",0,0,0,0,2020-02-16
"Nordeste","RN","2020-02-17",0,0,0,0,2020-02-17
"Nordeste","RN","2020-02-18",0,0,0,0,2020-02-18
"Nordeste","RN","2020-02-19",0,0,0,0,2020-02-19
"Nordeste","RN","2020-02-20",0,0,0,0,2020-02-20
"Nordeste","RN","2020-02-21",0,0,0,0,2020-02-21
"Nordeste","RN","2020-02-22",0,0,0,0,2020-02-22
"Nordeste","RN","2020-02-23",0,0,0,0,2020-02-23
"Nordeste","RN","2020-02-24",0,0,0,0,2020-02-24
"Nordeste","RN","2020-02-25",0,0,0,0,2020-02-25
